user_id,failed_logins,login_hour,new_devices,downloads_per_day,external_shares,sensitive_file_access,privilege_requests,label
USER_02110,1,18,1,21,0,4,0,0
USER_02111,0,12,0,76,1,4,0,0
USER_02112,1,9,1,23,1,4,0,0
USER_02113,0,11,0,31,4,2,0,0
USER_02114,0,5,0,25,2,2,0,1
USER_02115,2,13,0,64,1,2,0,0
USER_02116,10,7,2,276,2,10,2,1
USER_02117,4,13,1,20,1,2,2,0
USER_02118,2,15,0,23,0,3,0,0
USER_02119,0,16,0,24,1,5,2,0
USER_02120,1,18,0,69,0,2,0,0
USER_02121,3,14,1,38,2,4,1,0
USER_02122,3,12,0,22,0,3,0,0
USER_02123,0,11,1,22,0,0,1,0
USER_02124,0,19,0,13,1,4,1,0
USER_02125,0,11,0,24,1,0,1,0
USER_02126,1,19,1,39,1,4,1,0
USER_02127,0,12,1,17,1,4,0,0
USER_02128,1,10,0,14,0,3,0,0
USER_02129,0,14,0,43,2,8,0,0
USER_02130,3,14,1,43,1,3,0,0
USER_02131,1,7,0,13,1,1,0,0
USER_02132,5,22,2,128,4,9,1,0
USER_02133,8,3,0,28,4,5,2,1
USER_02134,3,4,3,71,7,12,2,1
USER_02135,2,8,1,38,3,2,0,0
USER_02136,0,14,0,14,2,3,1,0
USER_02137,2,15,0,21,0,0,0,1
USER_02138,9,8,1,278,5,10,1,1
USER_02139,3,1,2,63,1,12,2,0
USER_02140,7,19,0,143,6,8,0,1
USER_02141,6,5,0,105,2,7,0,1
USER_02142,0,14,2,33,3,4,0,0
USER_02143,4,3,0,155,5,10,1,1
USER_02144,3,1,2,105,5,8,1,1
USER_02145,2,18,0,22,3,4,0,0
USER_02146,4,1,0,81,4,13,0,1
USER_02147,1,13,0,48,1,6,0,0
USER_02148,7,7,2,328,5,5,1,0
USER_02149,4,8,1,57,4,6,1,1
USER_02150,1,7,1,28,0,2,1,0
USER_02151,1,9,0,20,1,1,0,0
USER_02152,2,12,0,35,3,3,0,0
USER_02153,5,5,0,36,6,15,0,1
USER_02154,3,0,0,77,5,12,2,1
USER_02155,1,13,2,15,3,2,1,0
USER_02156,3,6,1,63,5,9,2,1
USER_02157,1,12,0,23,3,2,0,0
USER_02158,2,9,0,17,2,5,1,1
USER_02159,2,15,0,45,1,0,1,0
USER_02160,0,17,1,36,1,5,0,0
USER_02161,1,14,1,37,3,5,0,1
USER_02162,0,11,0,18,1,3,1,0
USER_02163,1,12,0,12,2,2,0,0
USER_02164,1,11,0,34,0,2,1,0
USER_02165,7,23,5,184,3,11,1,1
USER_02166,2,6,0,26,2,2,0,1
USER_02167,2,5,2,88,6,4,3,0
USER_02168,1,12,0,57,2,4,1,0
USER_02169,3,16,1,13,1,5,0,0
USER_02170,0,8,0,57,1,1,0,0
USER_02171,1,9,1,49,1,2,0,0
USER_02172,4,14,0,22,1,4,0,0
USER_02173,0,18,0,52,1,5,0,0
USER_02174,2,12,1,18,1,2,0,0
USER_02175,0,12,0,26,1,4,1,0
USER_02176,1,10,0,45,1,0,0,0
USER_02177,1,13,0,17,2,3,0,0
USER_02178,5,4,2,100,1,8,1,1
USER_02179,2,8,0,33,2,2,1,0
USER_02180,1,1,4,58,9,14,3,1
USER_02181,4,4,1,64,5,10,3,1
USER_02182,5,3,4,51,6,9,0,1
USER_02183,4,5,0,419,3,12,2,1
USER_02184,2,16,0,20,2,1,1,0
USER_02185,2,9,0,46,1,2,0,0
USER_02186,1,16,0,24,0,2,0,0
USER_02187,3,6,4,243,3,8,0,0
USER_02188,0,8,0,14,1,2,0,0
USER_02189,3,10,0,44,1,5,0,0
USER_02190,3,21,1,91,4,11,0,0
USER_02191,1,14,0,23,3,6,0,0
USER_02192,1,10,1,72,2,2,0,1
USER_02193,6,4,0,48,8,5,0,1
USER_02194,0,12,0,36,1,2,0,0
USER_02195,0,16,0,21,1,3,1,0
USER_02196,4,4,0,70,7,10,5,1
USER_02197,3,12,0,44,0,2,0,0
USER_02198,1,15,0,7,0,3,0,0
USER_02199,1,10,0,24,1,2,0,0
USER_02200,1,19,1,113,0,1,0,1
USER_02201,0,19,0,24,3,1,0,0
USER_02202,3,7,2,77,3,5,2,0
USER_02203,4,17,0,162,8,5,2,0
USER_02204,1,13,0,41,2,2,0,0
USER_02205,1,11,0,24,0,6,1,0
USER_02206,2,16,0,12,1,5,0,0
USER_02207,5,3,2,85,4,10,1,1
USER_02208,2,12,1,24,1,4,1,0
USER_02209,1,15,1,44,0,4,2,0
USER_02210,4,18,2,19,2,5,0,1
USER_02211,5,4,1,479,3,9,1,1
USER_02212,1,11,0,14,0,3,1,0
USER_02213,4,13,0,679,4,6,2,0
USER_02214,1,11,0,13,1,1,0,0
USER_02215,4,5,4,176,3,6,1,1
USER_02216,1,14,0,16,1,2,0,0
USER_02217,2,23,0,38,4,0,0,0
USER_02218,5,2,2,37,3,9,0,1
USER_02219,2,21,3,91,5,6,0,1
USER_02220,2,13,1,73,0,3,0,0
USER_02221,2,10,1,38,0,2,1,0
USER_02222,1,21,1,37,1,1,1,1
USER_02223,2,8,0,40,0,2,0,0
USER_02224,1,14,1,20,2,0,0,0
USER_02225,3,6,1,39,7,12,2,1
USER_02226,1,11,2,22,2,3,1,1
USER_02227,4,2,2,137,5,9,1,1
USER_02228,3,12,0,11,0,2,1,0
USER_02229,1,10,0,27,0,1,0,0
USER_02230,0,8,0,50,0,2,1,0
USER_02231,1,14,0,21,2,2,0,0
USER_02232,5,10,1,10,0,5,0,0
USER_02233,1,11,1,13,0,5,1,0
USER_02234,9,10,2,71,3,14,3,1
USER_02235,4,7,3,81,5,10,1,1
USER_02236,4,10,0,19,9,11,0,1
USER_02237,1,9,2,32,0,1,0,0
USER_02238,2,12,0,45,0,2,0,0
USER_02239,0,15,0,18,0,5,0,0
USER_02240,1,15,0,22,0,4,1,0
USER_02241,2,11,0,24,0,5,0,0
USER_02242,1,10,1,44,1,6,0,0
USER_02243,2,17,0,27,3,2,0,0
USER_02244,2,14,0,30,2,4,0,0
USER_02245,0,15,2,17,1,3,0,0
USER_02246,0,17,0,15,2,4,0,0
USER_02247,2,17,0,34,0,5,2,0
USER_02248,1,16,0,30,1,4,1,0
USER_02249,1,7,0,18,4,6,1,1
USER_02250,2,11,0,20,2,3,0,0
USER_02251,1,8,0,29,0,5,0,0
USER_02252,6,0,3,140,7,5,2,1
USER_02253,1,12,1,14,0,1,0,0
USER_02254,0,10,1,8,0,4,1,0
USER_02255,3,3,1,127,3,12,3,1
USER_02256,0,15,0,20,1,4,1,1
USER_02257,4,4,1,102,3,11,0,1
USER_02258,3,0,1,48,9,11,0,1
USER_02259,2,17,0,25,1,1,0,0
USER_02260,2,12,0,14,3,1,0,0
USER_02261,1,8,1,20,1,5,1,1
USER_02262,6,23,1,48,6,11,1,1
USER_02263,1,11,0,25,0,2,0,0
USER_02264,0,15,0,44,0,3,1,0
USER_02265,1,16,0,36,3,3,0,0
USER_02266,0,10,0,32,0,4,1,0
USER_02267,4,17,0,80,3,6,3,0
USER_02268,3,20,1,64,1,2,0,1
USER_02269,2,4,1,160,4,8,1,1
USER_02270,4,13,3,33,2,7,1,0
USER_02271,1,7,0,63,0,4,0,0
USER_02272,5,14,0,29,2,2,0,0
USER_02273,9,2,2,120,8,5,1,1
USER_02274,5,21,1,119,4,6,2,0
USER_02275,5,8,2,112,3,15,1,1
USER_02276,2,13,1,12,1,2,0,0
USER_02277,0,11,0,48,1,2,0,0
USER_02278,1,12,0,36,0,3,0,0
USER_02279,1,19,1,124,1,7,2,0
USER_02280,0,18,0,22,1,5,0,0
USER_02281,1,14,1,64,1,7,1,0
USER_02282,2,13,1,22,0,4,1,0
USER_02283,2,16,0,10,1,3,0,0
USER_02284,4,5,1,291,3,13,0,1
USER_02285,5,8,0,38,2,2,0,0
USER_02286,1,11,0,34,0,1,1,0
USER_02287,6,2,1,47,1,8,2,1
USER_02288,4,4,2,1098,6,9,2,1
USER_02289,2,11,0,63,0,3,0,0
USER_02290,0,6,1,15,1,5,0,0
USER_02291,5,9,0,162,8,11,4,1
USER_02292,1,9,0,103,4,6,2,1
USER_02293,0,18,1,58,0,3,0,0
USER_02294,4,13,0,11,0,8,0,0
USER_02295,3,13,0,30,1,2,0,0
USER_02296,1,10,1,20,0,1,1,0
USER_02297,5,0,1,157,5,5,1,1
USER_02298,0,11,0,23,2,2,0,0
USER_02299,3,15,0,19,1,3,1,0
USER_02300,6,0,1,85,2,8,1,1
USER_02301,3,6,3,35,3,11,1,0
USER_02302,4,7,2,133,5,8,0,1
USER_02303,0,15,0,16,1,2,1,0
USER_02304,2,8,3,55,0,3,1,1
USER_02305,1,14,0,12,3,3,0,1
USER_02306,2,16,0,24,1,1,0,0
USER_02307,1,13,0,18,2,2,3,1
USER_02308,1,13,0,19,0,4,0,0
USER_02309,1,12,1,22,1,3,0,0
USER_02310,4,5,2,102,5,7,1,1
USER_02311,3,21,1,49,6,9,1,0
USER_02312,1,17,0,57,2,5,1,0
USER_02313,4,14,0,18,0,3,1,0
USER_02314,1,11,1,43,1,1,0,0
USER_02315,2,15,0,14,0,5,0,0
USER_02316,3,14,2,40,1,7,1,0
USER_02317,2,10,0,17,0,5,1,1
USER_02318,1,1,1,137,3,15,1,1
USER_02319,2,14,1,11,0,0,1,0
USER_02320,5,7,1,48,9,10,4,1
USER_02321,2,18,0,15,0,4,0,0
USER_02322,1,15,0,45,0,4,1,0
USER_02323,3,14,0,46,0,2,0,0
USER_02324,4,17,0,29,2,5,0,0
USER_02325,0,13,0,64,1,3,0,0
USER_02326,4,0,2,399,5,11,2,1
USER_02327,2,16,0,16,1,5,0,0
USER_02328,1,11,3,18,1,1,0,0
USER_02329,2,12,1,33,0,2,0,0
USER_02330,0,11,1,20,0,3,0,0
USER_02331,2,18,0,56,2,2,1,0
USER_02332,2,8,0,18,1,4,0,0
USER_02333,5,6,0,109,3,6,1,1
USER_02334,0,18,1,33,1,2,0,0
USER_02335,3,9,0,37,2,4,0,0
USER_02336,0,13,0,13,0,4,0,0
USER_02337,5,5,1,59,12,7,3,1
USER_02338,4,12,0,26,1,5,0,0
USER_02339,1,14,0,17,1,2,0,0
USER_02340,2,12,0,30,2,2,0,0
USER_02341,0,10,0,32,1,0,0,0
USER_02342,3,12,1,17,2,9,0,0
USER_02343,6,6,4,76,2,4,1,1
USER_02344,4,8,1,25,0,1,0,0
USER_02345,4,1,1,269,8,5,2,1
USER_02346,1,15,1,19,0,2,0,0
USER_02347,3,19,4,32,5,9,1,1
USER_02348,5,3,4,313,3,12,0,1
USER_02349,6,12,0,14,1,2,0,0
USER_02350,0,10,0,23,0,0,0,0
USER_02351,1,12,1,38,0,5,0,0
USER_02352,8,23,2,286,7,10,0,1
USER_02353,1,15,0,39,2,0,0,0
USER_02354,1,6,0,13,1,3,0,0
USER_02355,2,14,0,18,3,1,0,0
USER_02356,6,11,1,78,8,12,4,1
USER_02357,0,16,0,14,0,4,0,0
USER_02358,0,12,0,19,1,2,1,0
USER_02359,6,7,0,74,2,11,0,1
USER_02360,3,11,0,26,1,2,0,0
USER_02361,4,5,1,196,3,8,1,1
USER_02362,1,9,0,62,2,2,0,0
USER_02363,1,11,0,19,1,6,0,1
USER_02364,2,5,2,67,8,10,1,1
USER_02365,2,13,1,20,3,4,0,0
USER_02366,1,13,0,10,0,3,0,0
USER_02367,0,9,1,28,4,2,0,0
USER_02368,1,9,0,18,3,2,1,0
USER_02369,1,9,0,10,0,2,0,0
USER_02370,4,8,0,16,1,3,0,1
USER_02371,1,11,0,15,1,2,0,0
USER_02372,2,19,0,35,0,3,0,1
USER_02373,2,13,1,67,1,4,0,1
USER_02374,3,11,0,29,1,0,0,1
USER_02375,2,12,1,31,1,2,0,0
USER_02376,1,8,2,15,0,1,0,0
USER_02377,3,6,0,218,5,11,3,1
USER_02378,0,10,0,32,0,1,1,0
USER_02379,1,9,0,32,1,3,0,0
USER_02380,2,16,1,48,2,0,0,0
USER_02381,2,4,3,63,6,8,4,1
USER_02382,3,16,1,17,1,4,0,0
USER_02383,1,10,0,96,0,4,0,0
USER_02384,4,13,1,41,0,1,0,0
USER_02385,2,15,0,39,1,2,0,0
USER_02386,5,0,4,43,3,4,2,1
USER_02387,3,0,2,238,9,9,0,1
USER_02388,2,9,1,49,0,5,0,0
USER_02389,3,6,3,80,7,6,1,1
USER_02390,1,13,0,42,1,3,0,0
USER_02391,1,12,0,21,0,1,0,0
USER_02392,4,6,1,34,5,7,0,0
USER_02393,1,8,0,18,1,4,0,0
USER_02394,1,18,1,31,2,2,2,0
USER_02395,2,16,0,18,0,3,0,0
USER_02396,4,0,5,90,3,10,4,1
USER_02397,1,7,0,26,1,2,0,0
USER_02398,2,13,0,23,1,0,0,0
USER_02399,3,13,0,23,0,2,0,0
USER_02400,2,7,1,9,2,1,0,0
USER_02401,0,20,0,12,1,2,0,0
USER_02402,5,8,1,128,1,8,0,0
USER_02403,4,5,2,63,8,12,0,1
USER_02404,4,0,1,476,4,9,2,1
USER_02405,5,22,0,42,3,12,2,0
USER_02406,1,16,0,33,2,2,1,0
USER_02407,0,10,0,7,2,5,1,0
USER_02408,3,15,1,32,3,5,0,0
USER_02409,7,21,1,7,0,4,0,1
USER_02410,4,17,0,82,6,7,0,0
USER_02411,1,16,1,41,0,3,1,0
USER_02412,7,6,1,239,0,9,1,1
USER_02413,1,16,1,23,1,5,0,0
USER_02414,0,15,0,48,3,4,0,0
USER_02415,2,10,0,10,2,1,0,0
USER_02416,1,12,0,21,1,2,0,0
USER_02417,2,13,0,16,1,6,0,0
USER_02418,3,15,0,22,1,2,0,0
USER_02419,5,8,1,22,0,4,1,0
USER_02420,5,1,1,168,5,12,2,1
USER_02421,0,18,1,10,1,4,0,0
USER_02422,1,15,1,31,0,7,1,1
USER_02423,5,23,2,30,5,13,3,1
USER_02424,2,14,1,17,1,3,0,0
USER_02425,9,4,0,363,3,6,1,1
USER_02426,1,3,1,11,3,8,1,0
USER_02427,1,14,0,71,1,3,0,0
USER_02428,1,13,0,8,2,5,0,0
USER_02429,1,8,2,22,5,3,1,0
USER_02430,0,1,1,57,5,10,2,1
USER_02431,5,22,1,246,6,6,1,1
USER_02432,7,6,2,94,6,10,2,1
USER_02433,1,10,0,16,0,0,0,0
USER_02434,1,13,0,19,1,2,0,0
USER_02435,2,14,0,26,2,4,0,0
USER_02436,7,21,2,94,6,7,1,0
USER_02437,2,13,0,37,1,2,0,0
USER_02438,0,8,0,19,0,3,2,0
USER_02439,3,13,0,26,2,3,0,0
USER_02440,3,22,2,204,3,6,2,1
USER_02441,5,20,3,47,7,10,0,1
USER_02442,0,14,1,37,2,4,0,0
USER_02443,5,14,0,50,1,2,0,0
USER_02444,1,11,0,54,0,7,1,1
USER_02445,1,14,0,31,0,3,0,1
USER_02446,3,10,0,12,3,2,1,0
USER_02447,1,14,0,19,1,2,1,0
USER_02448,0,16,0,15,0,1,0,0
USER_02449,3,13,1,18,0,2,0,0
USER_02450,1,17,0,11,1,0,0,0
USER_02451,0,18,1,55,1,3,1,0
USER_02452,7,20,1,286,4,2,0,0
USER_02453,3,13,1,15,2,2,0,0
USER_02454,6,3,1,401,5,10,1,1
USER_02455,2,10,0,18,0,4,0,1
USER_02456,0,15,0,24,3,2,0,0
USER_02457,2,14,2,14,0,3,1,0
USER_02458,0,13,0,13,0,2,0,0
USER_02459,0,11,0,44,1,2,0,0
USER_02460,1,13,0,35,0,3,2,0
USER_02461,3,5,4,9,1,10,2,0
USER_02462,1,11,0,20,1,3,0,0
USER_02463,2,12,0,23,0,5,0,0
USER_02464,3,15,0,32,0,0,0,0
USER_02465,1,16,0,17,0,3,0,0
USER_02466,6,3,2,92,6,10,1,1
USER_02467,9,4,1,56,3,8,1,1
USER_02468,0,16,0,18,1,5,0,0
USER_02469,2,13,0,21,1,5,0,0
USER_02470,2,15,1,57,2,4,0,0
USER_02471,1,11,1,17,0,5,2,1
USER_02472,2,11,2,181,5,16,1,1
USER_02473,2,23,1,30,3,8,0,0
USER_02474,0,4,1,26,3,0,0,0
USER_02475,0,9,1,9,1,6,1,0
USER_02476,3,9,0,32,2,2,1,0
USER_02477,1,10,1,62,1,4,0,0
USER_02478,3,10,0,54,1,2,0,0
USER_02479,1,10,0,22,0,3,0,0
USER_02480,5,11,2,47,3,5,2,1
USER_02481,1,15,0,49,1,2,0,0
USER_02482,1,3,0,22,0,0,0,0
USER_02483,2,10,0,63,0,0,1,0
USER_02484,2,10,0,22,1,2,0,0
USER_02485,3,9,2,42,2,8,5,0
USER_02486,2,17,0,58,2,2,0,1
USER_02487,3,6,3,112,3,7,2,0
USER_02488,3,4,2,43,7,10,2,1
USER_02489,2,10,1,9,4,4,1,1
USER_02490,2,17,0,17,0,7,0,0
USER_02491,10,16,0,35,5,13,0,1
USER_02492,2,10,0,24,1,5,0,0
USER_02493,1,12,1,35,0,2,0,0
USER_02494,3,2,4,34,7,7,2,1
USER_02495,8,5,2,67,5,12,1,1
USER_02496,2,11,0,15,1,5,0,0
USER_02497,4,14,0,41,1,5,0,0
USER_02498,1,11,1,13,1,5,0,0
USER_02499,6,4,1,277,5,14,2,1
USER_02500,2,16,0,10,0,3,1,0
USER_02501,2,13,0,29,0,4,0,0
USER_02502,0,14,0,24,1,2,1,0
USER_02503,3,7,2,89,2,8,1,0
USER_02504,5,8,1,41,7,6,1,0
USER_02505,2,15,0,39,0,5,0,1
USER_02506,2,16,0,28,2,4,0,0
USER_02507,2,2,0,189,5,12,1,1
USER_02508,6,7,1,56,6,9,1,1
USER_02509,4,15,0,12,0,1,1,0
USER_02510,1,11,0,29,0,3,1,0
USER_02511,0,16,0,14,1,3,0,0
USER_02512,0,8,1,44,1,1,0,0
USER_02513,2,14,0,20,1,7,1,0
USER_02514,3,12,0,23,2,4,0,0
USER_02515,3,11,0,42,0,5,0,0
USER_02516,2,10,2,186,3,10,3,0
USER_02517,1,10,0,18,0,6,0,0
USER_02518,1,18,0,24,0,1,1,0
USER_02519,2,21,0,45,1,6,0,0
USER_02520,0,9,1,40,1,6,1,0
USER_02521,1,10,3,32,1,3,0,0
USER_02522,1,12,1,10,1,3,0,0
USER_02523,2,12,2,44,2,3,0,0
USER_02524,3,17,0,14,1,5,1,0
USER_02525,8,3,3,65,4,9,1,1
USER_02526,3,11,0,61,2,4,0,1
USER_02527,3,2,0,88,7,11,0,1
USER_02528,2,5,3,387,10,11,4,1
USER_02529,9,3,4,85,9,9,0,1
USER_02530,2,9,0,10,0,4,0,0
USER_02531,0,9,1,41,1,6,0,0
USER_02532,0,10,0,21,0,3,0,0
USER_02533,1,11,0,18,1,4,0,0
USER_02534,3,12,0,42,1,2,0,0
USER_02535,6,7,1,121,7,10,3,1
USER_02536,2,12,0,16,0,3,0,0
USER_02537,2,15,1,133,7,7,2,1
USER_02538,0,13,0,22,1,2,0,0
USER_02539,1,9,0,20,1,3,0,0
USER_02540,3,14,0,25,1,2,0,0
USER_02541,0,12,1,30,2,1,0,0
USER_02542,1,18,1,44,0,3,0,0
USER_02543,3,14,0,44,1,5,0,0
USER_02544,1,12,0,160,0,2,1,0
USER_02545,1,13,0,31,1,3,0,0
USER_02546,2,13,0,14,2,1,0,0
USER_02547,5,18,3,398,5,12,2,1
USER_02548,1,12,0,19,0,0,0,0
USER_02549,1,11,1,13,1,5,0,0
USER_02550,2,12,1,19,0,4,0,0
USER_02551,3,11,1,92,1,4,0,0
USER_02552,1,12,0,21,1,2,2,0
USER_02553,2,13,1,55,0,4,0,0
USER_02554,6,3,2,126,3,13,0,1
USER_02555,1,16,0,30,0,9,0,0
USER_02556,0,11,0,46,1,2,2,0
USER_02557,2,8,0,32,1,3,1,0
USER_02558,4,16,0,12,0,5,0,0
USER_02559,1,21,0,34,3,2,1,0
USER_02560,2,15,0,26,0,2,0,0
USER_02561,2,12,0,9,0,5,0,0
USER_02562,2,14,0,27,1,2,2,0
USER_02563,13,4,1,58,9,12,0,1
USER_02564,2,13,0,28,1,2,0,0
USER_02565,4,10,1,120,1,4,0,0
USER_02566,2,16,0,67,1,3,0,0
USER_02567,0,10,0,28,0,5,0,0
USER_02568,3,16,0,45,1,1,1,0
USER_02569,1,15,0,19,3,1,0,0
USER_02570,8,13,2,51,6,8,0,1
USER_02571,0,15,0,39,3,5,1,0
USER_02572,0,5,0,20,0,7,1,0
USER_02573,2,22,2,222,5,9,2,1
USER_02574,2,2,1,33,8,6,1,1
USER_02575,3,19,0,26,0,4,1,0
USER_02576,1,12,0,37,0,0,0,0
USER_02577,1,8,0,47,0,2,0,0
USER_02578,4,5,0,226,7,3,1,1
USER_02579,2,19,0,70,1,3,1,0
USER_02580,2,22,2,105,2,10,0,0
USER_02581,1,11,0,26,0,2,0,1
USER_02582,2,4,2,138,8,10,3,1
USER_02583,1,9,0,27,2,1,0,0
USER_02584,4,9,0,30,0,4,0,0
USER_02585,2,9,0,31,1,4,0,0
USER_02586,0,14,0,26,0,0,0,0
USER_02587,2,12,0,59,2,1,0,0
USER_02588,2,11,0,25,1,1,0,0
USER_02589,2,16,1,10,0,4,0,0
USER_02590,4,16,0,69,1,2,0,0
USER_02591,8,8,0,56,7,15,1,1
USER_02592,4,3,1,73,5,14,1,1
USER_02593,5,16,1,14,1,8,2,1
USER_02594,1,9,0,22,0,0,0,0
USER_02595,2,16,0,32,2,3,0,0
USER_02596,4,5,1,133,3,12,1,1
USER_02597,2,10,0,5,0,4,0,0
USER_02598,1,15,0,26,2,5,0,0
USER_02599,5,8,4,95,4,10,1,0
USER_02600,4,0,1,14,5,6,0,1
USER_02601,0,16,0,14,2,0,0,0
USER_02602,1,14,0,35,4,4,0,0
USER_02603,1,17,1,34,0,2,1,0
USER_02604,13,2,3,134,7,11,2,1
USER_02605,2,10,0,51,3,3,0,0
USER_02606,3,12,1,16,1,4,1,0
USER_02607,1,10,0,31,2,1,1,0
USER_02608,2,14,0,79,0,3,0,0
USER_02609,0,12,0,20,2,1,0,0
USER_02610,0,12,0,19,2,4,0,0
USER_02611,3,19,1,76,4,8,2,0
USER_02612,5,16,1,104,3,5,3,1
USER_02613,2,13,0,8,2,2,0,0
USER_02614,7,9,0,68,7,9,3,1
USER_02615,2,12,0,12,1,5,0,0
USER_02616,0,7,0,40,1,3,0,0
USER_02617,2,16,0,23,1,2,0,0
USER_02618,4,9,0,111,7,9,4,1
USER_02619,1,22,2,108,6,5,0,0
USER_02620,9,5,2,15,7,12,2,1
USER_02621,1,5,2,71,6,8,5,1
USER_02622,5,2,1,57,5,12,0,1
USER_02623,1,11,0,20,0,0,1,0
USER_02624,5,9,0,64,7,6,1,1
USER_02625,2,7,0,23,3,1,0,0
USER_02626,3,13,0,15,1,2,0,0
USER_02627,2,7,0,41,1,5,0,0
USER_02628,3,13,0,17,1,3,0,0
USER_02629,2,13,1,68,0,3,1,0
USER_02630,0,15,0,20,1,6,0,0
USER_02631,1,14,0,18,0,2,0,0
USER_02632,2,10,1,15,2,1,0,0
USER_02633,7,23,3,202,5,11,2,1
USER_02634,5,14,0,19,2,4,0,0
USER_02635,1,10,0,22,1,3,0,0
USER_02636,1,16,0,11,1,5,0,0
USER_02637,1,15,0,30,0,3,1,0
USER_02638,2,7,0,35,2,6,0,0
USER_02639,4,20,2,205,6,10,2,1
USER_02640,0,9,0,17,0,3,0,0
USER_02641,2,23,0,138,5,6,0,1
USER_02642,4,2,4,22,5,9,0,1
USER_02643,2,12,0,31,3,1,0,0
USER_02644,6,2,1,515,4,11,1,0
USER_02645,2,11,0,40,1,2,0,0
USER_02646,7,2,3,14,2,8,2,1
USER_02647,8,4,3,35,8,4,1,1
USER_02648,3,5,4,40,9,12,0,1
USER_02649,1,14,0,13,1,1,1,0
USER_02650,7,15,3,40,7,11,1,1
USER_02651,6,10,0,26,5,14,2,1
USER_02652,0,11,1,25,2,1,0,0
USER_02653,4,22,0,69,7,13,2,1
USER_02654,8,1,2,38,3,11,1,1
USER_02655,0,13,0,46,3,1,0,0
USER_02656,4,1,1,33,3,10,1,1
USER_02657,1,15,0,116,0,3,0,0
USER_02658,1,11,0,18,2,1,0,0
USER_02659,1,2,0,9,1,2,1,0
USER_02660,2,11,0,22,1,3,0,0
USER_02661,6,2,0,177,5,10,3,1
USER_02662,3,16,0,33,2,4,0,0
USER_02663,2,9,0,58,1,3,1,0
USER_02664,2,11,0,15,1,2,0,0
USER_02665,2,15,0,19,0,1,0,0
USER_02666,6,4,1,23,8,7,0,1
USER_02667,4,4,3,71,3,6,2,0
USER_02668,3,14,1,23,2,2,1,1
USER_02669,2,18,0,16,0,3,1,0
USER_02670,1,11,0,36,0,5,0,1
USER_02671,4,8,0,13,1,5,0,0
USER_02672,1,10,0,29,1,4,1,0
USER_02673,1,21,0,40,0,3,0,0
USER_02674,3,14,1,14,1,3,1,0
USER_02675,2,17,1,9,1,1,0,0
USER_02676,2,13,0,12,1,6,0,0
USER_02677,2,10,0,19,1,1,2,1
USER_02678,7,2,2,16,5,12,3,1
USER_02679,5,6,2,112,4,8,5,1
USER_02680,0,15,0,24,0,3,0,0
USER_02681,5,7,3,57,5,9,0,1
USER_02682,6,10,2,132,5,10,1,1
USER_02683,2,9,0,40,0,4,0,0
USER_02684,2,12,2,47,1,1,0,0
USER_02685,0,13,0,19,1,4,2,0
USER_02686,3,18,2,115,4,6,1,0
USER_02687,1,12,1,33,0,2,0,0
USER_02688,2,15,0,32,2,1,0,0
USER_02689,2,12,1,37,0,1,0,0
USER_02690,3,14,0,46,1,4,0,0
USER_02691,3,1,0,51,5,9,0,1
USER_02692,2,14,0,18,1,4,0,0
USER_02693,1,4,4,80,5,8,1,1
USER_02694,4,10,1,25,9,8,3,1
USER_02695,3,0,1,66,4,14,4,1
USER_02696,1,15,0,26,0,2,0,0
USER_02697,2,14,2,100,3,4,1,0
USER_02698,1,11,0,29,1,1,1,0
USER_02699,2,21,1,19,0,3,0,0
USER_02700,3,5,2,284,6,9,1,1
USER_02701,4,9,0,51,0,4,2,0
USER_02702,0,15,0,18,2,3,0,0
USER_02703,2,17,1,23,0,3,0,0
USER_02704,3,22,1,43,0,7,1,0
USER_02705,4,16,1,324,4,11,2,1
USER_02706,3,11,0,27,0,4,0,0
USER_02707,3,17,0,174,4,9,2,1
USER_02708,2,10,0,35,0,3,0,0
USER_02709,0,12,1,90,3,1,1,0
USER_02710,2,11,0,44,2,4,0,0
USER_02711,7,22,0,250,8,9,2,1
USER_02712,1,18,0,34,0,3,0,0
USER_02713,2,11,0,70,2,5,0,0
USER_02714,3,12,0,7,1,4,0,0
USER_02715,3,0,0,32,2,6,1,1
USER_02716,1,11,0,44,0,2,1,0
USER_02717,1,3,1,21,1,3,0,0
USER_02718,5,2,1,29,2,6,1,1
USER_02719,2,16,1,18,1,1,0,1
USER_02720,2,16,0,58,1,2,0,0
USER_02721,6,14,0,25,1,2,0,0
USER_02722,0,5,1,95,8,12,2,1
USER_02723,3,6,0,16,3,4,0,0
USER_02724,2,12,0,26,2,3,0,0
USER_02725,2,12,1,61,0,2,0,1
USER_02726,6,7,2,48,6,7,2,0
USER_02727,5,0,2,59,5,6,3,1
USER_02728,1,18,0,27,0,1,0,0
USER_02729,2,13,0,33,1,3,0,0
USER_02730,4,9,1,78,1,8,0,0
USER_02731,1,18,0,28,1,1,0,0
USER_02732,1,10,0,51,1,3,0,0
USER_02733,0,13,0,23,0,3,1,0
USER_02734,2,13,1,33,3,7,0,0
USER_02735,0,10,0,48,2,4,0,0
USER_02736,2,12,0,39,1,5,1,0
USER_02737,1,12,0,28,1,1,1,0
USER_02738,0,16,0,59,1,3,0,1
USER_02739,1,6,0,59,8,5,3,1
USER_02740,0,12,0,9,1,3,1,0
USER_02741,2,15,0,31,1,5,0,0
USER_02742,4,22,0,32,7,12,4,1
USER_02743,3,10,0,93,1,2,0,0
